12,1
13,1
15,1
16,0
17,0
19,1
20,0
21,1
23,0
24,1
27,1
28,0
29,1
30,1
31,0
32,1
33,1
34,1
35,1
36,1
38,0
39,0
40,1
41,1
42,1
43,1
44,1
45,1
47,1
48,1
49,0
50,1
51,1
53,1
54,1
56,0
58,0
59,1
60,1
62,0
63,1
64,1
65,0
66,1
67,0
68,1
69,1
70,1
71,1
73,0
74,0
75,0
77,1
78,0
81,1
83,1
84,0
85,1
87,0
88,1
89,0
91,1
92,1
93,0
94,1
96,1
97,0
98,1
99,1
100,0
101,1
102,1
103,1
104,1
105,0
106,0
107,0
109,1
124,1
125,1
129,1
136,1
139,0
141,1
143,1
145,1
152,1
157,1
160,0
163,1
164,1
166,1
167,1
172,1
174,0
175,0
184,0
186,1
190,1
191,1
199,1
201,0
202,1
205,1
210,1
211,1
213,1
214,0
215,1
216,1
218,1
219,1
220,1
225,0
226,1
232,1
272,0
316,1
317,0
318,1
320,1
326,0
328,0
331,1
332,0
333,1
334,1
336,0
337,1
341,1
342,1
344,1
345,1
346,0
348,1
349,1
351,0
352,0
353,1
355,1
357,0
360,0
361,0
362,1
364,1
365,1
366,1
367,1
368,1
371,1
373,0
375,0
378,1
381,0
383,1
384,1
386,1
387,1
389,0
390,1
391,1
393,1
394,1
395,0
396,0
397,1
400,1
401,1
402,1
403,1
404,0
405,0
406,1
407,1
408,1
409,1
410,1
412,1
413,1
414,1
415,1
416,0
417,1
419,1
422,0
423,1
424,1
425,0
427,1
428,0
429,1
430,0
431,1
433,0
434,1
435,0
436,0
437,0
438,1
440,0
442,0
443,1
444,0
448,1
449,1
452,1
453,1
455,0
459,1
461,1
462,1
465,0
466,0
476,0
