7,0
12,0
13,1
14,0
15,1
16,0
17,0
18,0
19,0
20,1
21,1
23,0
24,1
25,0
26,0
27,0
28,1
29,0
30,1
31,0
32,1
33,1
34,1
35,0
36,1
37,0
38,0
39,0
40,1
41,0
42,1
43,1
44,1
45,0
46,0
47,1
48,1
49,0
51,1
53,1
55,1
56,1
57,0
58,1
59,1
62,0
63,0
64,1
65,0
66,1
67,1
68,0
69,1
70,0
71,1
72,0
73,0
74,0
75,0
76,0
77,0
78,1
79,0
81,1
82,1
83,1
84,1
85,1
87,0
88,1
89,1
91,0
92,0
93,0
94,1
95,0
97,1
98,0
99,0
100,1
101,1
102,0
103,1
104,1
105,1
106,1
107,1
108,0
109,1
122,0
124,1
125,0
126,0
129,1
132,0
136,0
139,0
140,1
141,1
142,1
143,0
145,1
148,1
152,0
153,0
157,1
159,1
160,0
162,0
163,1
164,0
165,1
166,0
167,1
171,0
172,1
174,1
175,1
177,1
178,0
181,0
184,0
186,1
190,0
191,0
199,0
201,0
202,1
205,1
206,0
210,1
211,1
212,0
213,0
214,1
216,1
217,1
218,0
219,1
220,1
222,0
223,0
224,1
225,1
227,1
228,1
232,1
233,1
248,1
254,0
269,0
313,1
314,0
315,0
316,1
317,0
318,1
320,1
325,1
326,0
328,0
331,0
332,0
334,1
336,0
337,1
341,1
342,1
343,1
345,1
346,0
348,0
349,1
351,1
352,1
353,1
354,1
355,1
356,1
357,0
358,1
359,1
361,0
362,1
364,1
365,0
366,1
367,1
368,1
371,1
372,1
373,0
