12,1
13,1
14,0
15,0
16,0
17,0
18,0
19,0
20,1
21,0
22,1
23,0
24,1
26,0
27,0
28,0
31,0
32,1
33,1
34,1
35,1
36,1
38,1
40,1
41,1
42,1
44,0
45,1
46,1
47,0
48,1
49,0
50,0
51,1
53,0
55,1
56,1
57,0
58,0
60,0
62,0
63,1
64,1
65,0
66,1
67,0
68,1
69,1
70,0
71,1
72,0
73,1
74,0
76,0
77,1
78,0
79,0
81,1
83,1
84,1
85,1
87,1
88,1
89,1
90,0
91,0
92,1
93,1
94,1
96,1
97,0
99,0
100,0
101,1
103,0
104,1
105,0
106,1
107,0
108,1
109,0
121,1
122,1
124,1
125,1
126,1
127,1
128,1
129,1
135,0
136,1
137,0
138,1
139,1
140,1
141,1
142,1
143,1
144,0
145,0
147,1
148,0
152,1
153,0
157,1
158,1
159,1
160,1
162,0
163,1
164,0
166,0
167,1
170,0
171,0
172,1
174,1
175,1
177,0
178,1
181,0
183,1
184,0
185,1
189,1
190,1
191,0
192,0
199,0
201,0
202,1
205,1
207,1
211,1
212,1
213,1
216,0
217,1
218,0
219,1
220,0
221,0
222,1
223,0
224,0
225,0
226,1
227,1
228,1
229,1
232,1
239,1
243,0
247,0
248,1
254,0
269,1
272,0
313,1
315,1
316,1
317,0
318,1
319,1
320,1
321,0
323,0
325,1
326,1
328,0
330,0
331,0
332,1
334,0
336,0
337,1
341,1
343,1
344,1
345,1
346,0
348,0
349,1
351,1
352,0
353,1
354,1
356,1
357,1
358,1
359,1
360,1
361,1
362,1
364,1
365,1
367,1
368,1
369,1
371,1
373,0
375,0
376,1
377,1
378,1
381,1
383,1
386,1
387,1
388,1
389,1
391,1
392,0
393,1
394,1
395,0
396,0
398,1
400,1
402,1
403,1
404,1
405,0
406,1
407,1
408,0
409,0
412,1
413,0
415,1
416,0
417,1
418,0
419,0
422,1
423,0
424,1
425,1
426,1
427,0
428,1
429,0
430,1
431,1
432,0
434,1
435,1
436,0
437,0
438,0
440,0
441,1
442,1
443,1
444,0
448,0
449,1
450,1
452,1
453,1
455,1
459,1
461,1
462,1
465,0
466,1
470,1
475,1
476,0
481,1
482,1
483,1
486,1
487,0
488,1
490,1
492,0
493,1
495,1
497,1
499,1
500,1
505,1
